10	1.9891e+30	0	0	0	0	0	0	0	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-5645.3	-28.7379	0	-0.0563705	-0.000428629	0	-5.59607e+23	-8.42785e+21	0	3.285e+23	5.91162e+10	9.61572e+09	0	7631.27	48486	0	1.20006e+22	1.9501e+21	0	4.867e+24	1.07941e+11	7.00894e+09	0	2280.33	35093.9	0	5.51038e+22	3.57471e+21	0	5.972e+24	1.49718e+11	5.95748e+09	0	1179.26	29802.3	0	3.51708e+22	1.34728e+21	0	6.39e+23	2.27443e+11	4.82636e+09	0	513.215	24135.4	0	1.63849e+21	3.47392e+19	0	1.898e+27	7.77924e+11	2.614e+09	0	43.8555	13070.1	0	4.16181e+23	1.39778e+21	0	5.683e+26	1.43317e+12	1.936e+09	0	12.9848	9680.01	0	3.68962e+22	4.93941e+19	0	8.681e+25	2.87531e+12	1.36e+09	0	3.22037	6800	0	1.3978e+21	6.56557e+17	0	1.024e+26	4.49548e+12	1.086e+09	0	1.31687	5430	0	6.74235e+20	1.6179e+17	0	7.342e+22	1.50151e+11	6.16982e+09	0	1624.68	30929.5	0	5.44193e+20	7.30272e+19	0	
10	1.9891e+30	-22539.7	-225.367	0	-0.112448	-0.00166105	0	-5.55498e+23	-1.58595e+22	0	3.285e+23	6.13376e+10	1.94614e+10	0	14375.5	50094.8	0	1.00399e+22	3.18406e+21	0	4.867e+24	1.08621e+11	1.40471e+10	0	4513.53	35310.5	0	5.34152e+22	6.90474e+21	0	5.972e+24	1.50072e+11	1.1924e+10	0	2352.26	29870.7	0	3.48257e+22	2.73204e+21	0	6.39e+23	2.27597e+11	9.6549e+09	0	1025.28	24151.7	0	1.63298e+21	6.92479e+19	0	1.898e+27	7.77938e+11	5.22804e+09	0	87.7085	13070.3	0	4.16146e+23	2.79669e+21	0	5.683e+26	1.43317e+12	3.872e+09	0	25.9695	9680.03	0	3.68957e+22	9.88361e+19	0	8.681e+25	2.87531e+12	2.72e+09	0	6.44073	6800	0	1.3978e+21	1.31377e+18	0	1.024e+26	4.49548e+12	2.172e+09	0	2.63373	5430	0	6.74235e+20	3.23743e+17	0	7.342e+22	1.50616e+11	1.2376e+10	0	2992.27	31130.7	0	4.70306e+20	7.22231e+19	0	
10	1.9891e+30	-50602.3	-738.729	0	-0.168029	-0.00357225	0	-5.49901e+23	-2.19259e+22	0	3.285e+23	6.47788e+10	2.96862e+10	0	19803.3	52190.2	0	7.80976e+21	3.57803e+21	0	4.867e+24	1.09741e+11	2.11418e+10	0	6657.46	35655.3	0	5.07964e+22	9.78346e+21	0	5.972e+24	1.50658e+11	1.79088e+10	0	3508.49	29984.4	0	3.41799e+22	4.04241e+21	0	6.39e+23	2.27853e+11	1.44878e+10	0	1535.04	24178.7	0	1.62385e+21	1.03231e+20	0	1.898e+27	7.77959e+11	7.84213e+09	0	131.557	13070.7	0	4.16087e+23	4.19507e+21	0	5.683e+26	1.43318e+12	5.80802e+09	0	38.954	9680.08	0	3.68949e+22	1.48275e+20	0	8.681e+25	2.87531e+12	4.08e+09	0	9.66109	6800.01	0	1.39779e+21	1.97098e+18	0	1.024e+26	4.49548e+12	3.258e+09	0	3.9506	5430	0	6.74234e+20	4.85695e+17	0	7.342e+22	1.5134e+11	1.86217e+10	0	4223.05	31326.6	0	4.36869e+20	7.2936e+19	0	
10	1.9891e+30	-89722.1	-1691.06	0	-0.223009	-0.00602954	0	-5.43655e+23	-2.67634e+22	0	3.285e+23	6.91739e+10	4.03411e+10	0	23947	54341.1	0	5.87624e+21	3.42636e+21	0	4.867e+24	1.11277e+11	2.83164e+10	0	8678.79	36106.7	0	4.7493e+22	1.20834e+22	0	5.972e+24	1.51473e+11	2.39206e+10	0	4638.85	30140.3	0	3.32886e+22	5.24396e+21	0	6.39e+23	2.28211e+11	1.93271e+10	0	2041.4	24216.3	0	1.61123e+21	1.3644e+20	0	1.898e+27	7.7799e+11	1.04563e+10	0	175.397	13071.2	0	4.16005e+23	5.59264e+21	0	5.683e+26	1.43319e+12	7.74404e+09	0	51.9381	9680.14	0	3.68937e+22	1.97709e+20	0	8.681e+25	2.87532e+12	5.44e+09	0	12.8814	6800.01	0	1.39779e+21	2.62817e+18	0	1.024e+26	4.49548e+12	4.344e+09	0	5.26746	5430	0	6.74234e+20	6.47646e+17	0	7.342e+22	1.52301e+11	2.49074e+10	0	5382.41	31533.5	0	4.15227e+20	7.95554e+19	0	
10	1.9891e+30	-139774	-3180.02	0	-0.277349	-0.00892174	0	-5.37217e+23	-3.06155e+22	0	3.285e+23	7.42889e+10	5.1411e+10	0	27050.5	56315.7	0	4.39461e+21	3.04095e+21	0	4.867e+24	1.13203e+11	3.559e+10	0	10554.9	36639.9	0	4.37721e+22	1.37601e+22	0	5.972e+24	1.52512e+11	2.99675e+10	0	5735.84	30334.3	0	3.21949e+22	6.31723e+21	0	6.39e+23	2.2867e+11	2.4175e+10	0	2543.28	24264.1	0	1.59525e+21	1.68641e+20	0	1.898e+27	7.7803e+11	1.30706e+10	0	219.228	13071.8	0	4.15899e+23	6.98914e+21	0	5.683e+26	1.4332e+12	9.68007e+09	0	64.9217	9680.22	0	3.68922e+22	2.47137e+20	0	8.681e+25	2.87532e+12	6.80001e+09	0	16.1018	6800.02	0	1.39778e+21	3.28536e+18	0	1.024e+26	4.49548e+12	5.43e+09	0	6.58432	5430	0	6.74233e+20	8.09597e+17	0	7.342e+22	1.53489e+11	3.12366e+10	0	6487.45	31761.9	0	3.96248e+20	8.82464e+19	0	
10	1.9891e+30	-200629	-5283.41	0	-0.331042	-0.0121601	0	-5.30821e+23	-3.3677e+22	0	3.285e+23	7.99431e+10	6.28506e+10	0	29379.4	58034.5	0	3.31593e+21	2.60684e+21	0	4.867e+24	1.15488e+11	4.29762e+10	0	12273.8	37229.5	0	3.98797e+22	1.48393e+22	0	5.972e+24	1.53765e+11	3.60566e+10	0	6793.4	30561.9	0	3.09397e+22	7.24862e+21	0	6.39e+23	2.29228e+11	2.90334e+10	0	3039.66	24321.7	0	1.5761e+21	1.9962e+20	0	1.898e+27	7.78078e+11	1.56851e+10	0	263.046	13072.7	0	4.1577e+23	8.38429e+21	0	5.683e+26	1.43321e+12	1.16161e+10	0	77.9048	9680.31	0	3.68904e+22	2.96557e+20	0	8.681e+25	2.87532e+12	8.16001e+09	0	19.3221	6800.03	0	1.39777e+21	3.94254e+18	0	1.024e+26	4.49548e+12	6.516e+09	0	7.90118	5430.01	0	6.74232e+20	9.71546e+17	0	7.342e+22	1.54893e+11	3.76138e+10	0	7541.27	32014.3	0	3.77443e+20	9.69298e+19	0	
10	1.9891e+30	-272159	-8063	0	-0.3841	-0.0156727	0	-5.2461e+23	-3.60936e+22	0	3.285e+23	8.6004e+10	7.46079e+10	0	31149.3	59496.6	0	2.54167e+21	2.20489e+21	0	4.867e+24	1.18102e+11	5.04841e+10	0	13832.7	37852.3	0	3.60144e+22	1.53943e+22	0	5.972e+24	1.55226e+11	4.21942e+10	0	7806.77	30818.2	0	2.95633e+22	8.03103e+21	0	6.39e+23	2.29885e+11	3.39043e+10	0	3529.57	24388.9	0	1.55398e+21	2.29188e+20	0	1.898e+27	7.78135e+11	1.82997e+10	0	306.85	13073.6	0	4.15618e+23	9.77785e+21	0	5.683e+26	1.43323e+12	1.35522e+10	0	90.8871	9680.43	0	3.68883e+22	3.45968e+20	0	8.681e+25	2.87533e+12	9.52002e+09	0	22.5424	6800.04	0	1.39776e+21	4.5997e+18	0	1.024e+26	4.49549e+12	7.602e+09	0	9.21804	5430.01	0	6.74231e+20	1.13349e+18	0	7.342e+22	1.56502e+11	4.40438e+10	0	8543.37	32289.1	0	3.58244e+20	1.04651e+20	0	
10	1.9891e+30	-354239	-11567.6	0	-0.436548	-0.019401	0	-5.18674e+23	-3.79856e+22	0	3.285e+23	9.23764e+10	8.66343e+10	0	32517.5	60730.9	0	1.98356e+21	1.86034e+21	0	4.867e+24	1.21011e+11	5.81182e+10	0	15235.8	38488.8	0	3.23186e+22	1.55217e+22	0	5.972e+24	1.56885e+11	4.83855e+10	0	8772.56	31098.1	0	2.81047e+22	8.66386e+21	0	6.39e+23	2.3064e+11	3.87896e+10	0	4012.12	24465	0	1.52914e+21	2.57181e+20	0	1.898e+27	7.78201e+11	2.09145e+10	0	350.636	13074.7	0	4.15442e+23	1.11695e+22	0	5.683e+26	1.43325e+12	1.54883e+10	0	103.869	9680.56	0	3.68858e+22	3.95368e+20	0	8.681e+25	2.87533e+12	1.088e+10	0	25.7627	6800.05	0	1.39775e+21	5.25684e+18	0	1.024e+26	4.49549e+12	8.68801e+09	0	10.5349	5430.01	0	6.74229e+20	1.29544e+18	0	7.342e+22	1.58307e+11	5.05308e+10	0	9492.65	32583.2	0	3.38691e+20	1.11e+20	0	
10	1.9891e+30	-446750	-15835.4	0	-0.488414	-0.0232976	0	-5.13076e+23	-3.94591e+22	0	3.285e+23	9.89919e+10	9.88877e+10	0	33594.7	61773.6	0	1.57606e+21	1.57453e+21	0	4.867e+24	1.24187e+11	6.58796e+10	0	16492.2	39123.5	0	2.88816e+22	1.53219e+22	0	5.972e+24	1.58732e+11	5.46348e+10	0	9688.63	31396.9	0	2.65997e+22	9.15212e+21	0	6.39e+23	2.3149e+11	4.36909e+10	0	4486.51	24549.7	0	1.50183e+21	2.83463e+20	0	1.898e+27	7.78275e+11	2.35296e+10	0	394.403	13076	0	4.15243e+23	1.25591e+22	0	5.683e+26	1.43327e+12	1.74244e+10	0	116.849	9680.7	0	3.68829e+22	4.44755e+20	0	8.681e+25	2.87534e+12	1.224e+10	0	28.9829	6800.06	0	1.39774e+21	5.91396e+18	0	1.024e+26	4.49549e+12	9.77401e+09	0	11.8517	5430.01	0	6.74227e+20	1.45739e+18	0	7.342e+22	1.60296e+11	5.70782e+10	0	10388.4	32892.5	0	3.19018e+20	1.15846e+20	0	
